date,geo,term,search_interest
2019-04-01,US,GLP-1,0
2019-05-01,US,GLP-1,0
2019-06-01,US,GLP-1,0
2019-07-01,US,GLP-1,0
2019-08-01,US,GLP-1,0
2019-09-01,US,GLP-1,0
2019-10-01,US,GLP-1,0
2019-11-01,US,GLP-1,0
2019-12-01,US,GLP-1,0
2020-01-01,US,GLP-1,0
2020-02-01,US,GLP-1,0
2020-03-01,US,GLP-1,0
2020-04-01,US,GLP-1,0
2020-05-01,US,GLP-1,0
2020-06-01,US,GLP-1,0
2020-07-01,US,GLP-1,0
2020-08-01,US,GLP-1,0
2020-09-01,US,GLP-1,0
2020-10-01,US,GLP-1,0
2020-11-01,US,GLP-1,0
2020-12-01,US,GLP-1,0
2021-01-01,US,GLP-1,0
2021-02-01,US,GLP-1,0
2021-03-01,US,GLP-1,0
2021-04-01,US,GLP-1,0
2021-05-01,US,GLP-1,0
2021-06-01,US,GLP-1,0
2021-07-01,US,GLP-1,0
2021-08-01,US,GLP-1,0
2021-09-01,US,GLP-1,0
2021-10-01,US,GLP-1,0
2021-11-01,US,GLP-1,0
2021-12-01,US,GLP-1,0
2022-01-01,US,GLP-1,1
2022-02-01,US,GLP-1,1
2022-03-01,US,GLP-1,1
2022-04-01,US,GLP-1,1
2022-05-01,US,GLP-1,1
2022-06-01,US,GLP-1,1
2022-07-01,US,GLP-1,1
2022-08-01,US,GLP-1,1
2022-09-01,US,GLP-1,1
2022-10-01,US,GLP-1,1
2022-11-01,US,GLP-1,1
2022-12-01,US,GLP-1,1
2023-01-01,US,GLP-1,2
2023-02-01,US,GLP-1,2
2023-03-01,US,GLP-1,2
2023-04-01,US,GLP-1,2
2023-05-01,US,GLP-1,2
2023-06-01,US,GLP-1,2
2023-07-01,US,GLP-1,2
2023-08-01,US,GLP-1,2
2023-09-01,US,GLP-1,2
2023-10-01,US,GLP-1,3
2023-11-01,US,GLP-1,2
2023-12-01,US,GLP-1,3
2024-01-01,US,GLP-1,5
2024-02-01,US,GLP-1,5
2024-03-01,US,GLP-1,5
2024-04-01,US,GLP-1,6
2024-05-01,US,GLP-1,6
2024-06-01,US,GLP-1,6
2024-07-01,US,GLP-1,7
2024-08-01,US,GLP-1,8
2024-09-01,US,GLP-1,8
2024-10-01,US,GLP-1,9
2024-11-01,US,GLP-1,9
2024-12-01,US,GLP-1,9
2025-01-01,US,GLP-1,14
2025-02-01,US,GLP-1,14
2025-03-01,US,GLP-1,14
2025-04-01,US,GLP-1,16
2025-05-01,US,GLP-1,16
2025-06-01,US,GLP-1,18
2025-07-01,US,GLP-1,22
2025-08-01,US,GLP-1,26
2025-09-01,US,GLP-1,22
2025-10-01,US,GLP-1,22
2025-11-01,US,GLP-1,29
2025-12-01,US,GLP-1,28
2026-01-01,US,GLP-1,35
2026-02-01,US,GLP-1,33
2026-03-01,US,GLP-1,41
2026-04-01,US,GLP-1,40
2018-01-01,US,Mounjaro,0
2018-02-01,US,Mounjaro,0
2018-03-01,US,Mounjaro,0
2018-04-01,US,Mounjaro,0
2018-05-01,US,Mounjaro,0
2018-06-01,US,Mounjaro,0
2018-07-01,US,Mounjaro,0
2018-08-01,US,Mounjaro,0
2018-09-01,US,Mounjaro,0
2018-10-01,US,Mounjaro,0
2018-11-01,US,Mounjaro,0
2018-12-01,US,Mounjaro,0
2019-01-01,US,Mounjaro,0
2019-02-01,US,Mounjaro,0
2019-03-01,US,Mounjaro,0
2019-04-01,US,Mounjaro,0
2019-05-01,US,Mounjaro,0
2019-06-01,US,Mounjaro,0
2019-07-01,US,Mounjaro,0
2019-08-01,US,Mounjaro,0
2019-09-01,US,Mounjaro,0
2019-10-01,US,Mounjaro,0
2019-11-01,US,Mounjaro,0
2019-12-01,US,Mounjaro,0
2020-01-01,US,Mounjaro,0
2020-02-01,US,Mounjaro,0
2020-03-01,US,Mounjaro,0
2020-04-01,US,Mounjaro,0
2020-05-01,US,Mounjaro,0
2020-06-01,US,Mounjaro,0
2020-07-01,US,Mounjaro,0
2020-08-01,US,Mounjaro,0
2020-09-01,US,Mounjaro,0
2020-10-01,US,Mounjaro,0
2020-11-01,US,Mounjaro,0
2020-12-01,US,Mounjaro,0
2021-01-01,US,Mounjaro,0
2021-02-01,US,Mounjaro,0
2021-03-01,US,Mounjaro,0
2021-04-01,US,Mounjaro,0
2021-05-01,US,Mounjaro,0
2021-06-01,US,Mounjaro,0
2021-07-01,US,Mounjaro,0
2021-08-01,US,Mounjaro,0
2021-09-01,US,Mounjaro,0
2021-10-01,US,Mounjaro,0
2021-11-01,US,Mounjaro,0
2021-12-01,US,Mounjaro,0
2022-01-01,US,Mounjaro,0
2022-02-01,US,Mounjaro,0
2022-03-01,US,Mounjaro,0
2022-04-01,US,Mounjaro,0
2022-05-01,US,Mounjaro,0
2022-06-01,US,Mounjaro,2
2022-07-01,US,Mounjaro,5
2022-08-01,US,Mounjaro,9
2022-09-01,US,Mounjaro,14
2022-10-01,US,Mounjaro,20
2022-11-01,US,Mounjaro,23
2022-12-01,US,Mounjaro,22
2023-01-01,US,Mounjaro,24
2023-02-01,US,Mounjaro,21
2023-03-01,US,Mounjaro,22
2023-04-01,US,Mounjaro,24
2023-05-01,US,Mounjaro,23
2023-06-01,US,Mounjaro,26
2023-07-01,US,Mounjaro,23
2023-08-01,US,Mounjaro,19
2023-09-01,US,Mounjaro,17
2023-10-01,US,Mounjaro,19
2023-11-01,US,Mounjaro,23
2023-12-01,US,Mounjaro,22
2024-01-01,US,Mounjaro,23
2024-02-01,US,Mounjaro,24
2024-03-01,US,Mounjaro,28
2024-04-01,US,Mounjaro,26
2024-05-01,US,Mounjaro,25
2024-06-01,US,Mounjaro,21
2024-07-01,US,Mounjaro,22
2024-08-01,US,Mounjaro,21
2024-09-01,US,Mounjaro,18
2024-10-01,US,Mounjaro,19
2024-11-01,US,Mounjaro,20
2024-12-01,US,Mounjaro,22
2025-01-01,US,Mounjaro,26
2025-02-01,US,Mounjaro,29
2025-03-01,US,Mounjaro,27
2025-04-01,US,Mounjaro,27
2025-05-01,US,Mounjaro,26
2025-06-01,US,Mounjaro,25
2025-07-01,US,Mounjaro,27
2025-08-01,US,Mounjaro,25
2025-09-01,US,Mounjaro,22
2025-10-01,US,Mounjaro,23
2025-11-01,US,Mounjaro,25
2025-12-01,US,Mounjaro,26
2026-01-01,US,Mounjaro,31
2026-02-01,US,Mounjaro,27
2026-03-01,US,Mounjaro,28
2026-04-01,US,Mounjaro,25
2018-01-01,US,Ozempic,0
2018-02-01,US,Ozempic,0
2018-03-01,US,Ozempic,0
2018-04-01,US,Ozempic,0
2018-05-01,US,Ozempic,0
2018-06-01,US,Ozempic,1
2018-07-01,US,Ozempic,1
2018-08-01,US,Ozempic,2
2018-09-01,US,Ozempic,1
2018-10-01,US,Ozempic,1
2018-11-01,US,Ozempic,2
2018-12-01,US,Ozempic,1
2019-01-01,US,Ozempic,2
2019-02-01,US,Ozempic,2
2019-03-01,US,Ozempic,2
2019-04-01,US,Ozempic,2
2019-05-01,US,Ozempic,2
2019-06-01,US,Ozempic,2
2019-07-01,US,Ozempic,2
2019-08-01,US,Ozempic,3
2019-09-01,US,Ozempic,2
2019-10-01,US,Ozempic,3
2019-11-01,US,Ozempic,2
2019-12-01,US,Ozempic,2
2020-01-01,US,Ozempic,3
2020-02-01,US,Ozempic,3
2020-03-01,US,Ozempic,2
2020-04-01,US,Ozempic,2
2020-05-01,US,Ozempic,2
2020-06-01,US,Ozempic,3
2020-07-01,US,Ozempic,3
2020-08-01,US,Ozempic,3
2020-09-01,US,Ozempic,3
2020-10-01,US,Ozempic,3
2020-11-01,US,Ozempic,3
2020-12-01,US,Ozempic,3
2021-01-01,US,Ozempic,4
2021-02-01,US,Ozempic,5
2021-03-01,US,Ozempic,5
2021-04-01,US,Ozempic,6
2021-05-01,US,Ozempic,5
2021-06-01,US,Ozempic,7
2021-07-01,US,Ozempic,7
2021-08-01,US,Ozempic,7
2021-09-01,US,Ozempic,7
2021-10-01,US,Ozempic,7
2021-11-01,US,Ozempic,7
2021-12-01,US,Ozempic,7
2022-01-01,US,Ozempic,9
2022-02-01,US,Ozempic,10
2022-03-01,US,Ozempic,11
2022-04-01,US,Ozempic,11
2022-05-01,US,Ozempic,14
2022-06-01,US,Ozempic,16
2022-07-01,US,Ozempic,17
2022-08-01,US,Ozempic,19
2022-09-01,US,Ozempic,19
2022-10-01,US,Ozempic,26
2022-11-01,US,Ozempic,30
2022-12-01,US,Ozempic,30
2023-01-01,US,Ozempic,51
2023-02-01,US,Ozempic,55
2023-03-01,US,Ozempic,66
2023-04-01,US,Ozempic,64
2023-05-01,US,Ozempic,72
2023-06-01,US,Ozempic,83
2023-07-01,US,Ozempic,67
2023-08-01,US,Ozempic,61
2023-09-01,US,Ozempic,58
2023-10-01,US,Ozempic,59
2023-11-01,US,Ozempic,58
2023-12-01,US,Ozempic,63
2024-01-01,US,Ozempic,69
2024-02-01,US,Ozempic,72
2024-03-01,US,Ozempic,86
2024-04-01,US,Ozempic,87
2024-05-01,US,Ozempic,100
2024-06-01,US,Ozempic,84
2024-07-01,US,Ozempic,77
2024-08-01,US,Ozempic,72
2024-09-01,US,Ozempic,72
2024-10-01,US,Ozempic,66
2024-11-01,US,Ozempic,63
2024-12-01,US,Ozempic,63
2025-01-01,US,Ozempic,65
2025-02-01,US,Ozempic,66
2025-03-01,US,Ozempic,63
2025-04-01,US,Ozempic,61
2025-05-01,US,Ozempic,60
2025-06-01,US,Ozempic,57
2025-07-01,US,Ozempic,59
2025-08-01,US,Ozempic,59
2025-09-01,US,Ozempic,51
2025-10-01,US,Ozempic,52
2025-11-01,US,Ozempic,52
2025-12-01,US,Ozempic,50
2026-01-01,US,Ozempic,51
2026-02-01,US,Ozempic,50
2026-03-01,US,Ozempic,57
2026-04-01,US,Ozempic,51
2018-01-01,US,Wegovy,0
2018-02-01,US,Wegovy,0
2018-03-01,US,Wegovy,0
2018-04-01,US,Wegovy,0
2018-05-01,US,Wegovy,0
2018-06-01,US,Wegovy,0
2018-07-01,US,Wegovy,0
2018-08-01,US,Wegovy,0
2018-09-01,US,Wegovy,0
2018-10-01,US,Wegovy,0
2018-11-01,US,Wegovy,0
2018-12-01,US,Wegovy,0
2019-01-01,US,Wegovy,0
2019-02-01,US,Wegovy,0
2019-03-01,US,Wegovy,0
2019-04-01,US,Wegovy,0
2019-05-01,US,Wegovy,0
2019-06-01,US,Wegovy,0
2019-07-01,US,Wegovy,0
2019-08-01,US,Wegovy,0
2019-09-01,US,Wegovy,0
2019-10-01,US,Wegovy,0
2019-11-01,US,Wegovy,0
2019-12-01,US,Wegovy,0
2020-01-01,US,Wegovy,0
2020-02-01,US,Wegovy,0
2020-03-01,US,Wegovy,0
2020-04-01,US,Wegovy,0
2020-05-01,US,Wegovy,0
2020-06-01,US,Wegovy,0
2020-07-01,US,Wegovy,0
2020-08-01,US,Wegovy,0
2020-09-01,US,Wegovy,0
2020-10-01,US,Wegovy,0
2020-11-01,US,Wegovy,0
2020-12-01,US,Wegovy,0
2021-01-01,US,Wegovy,0
2021-02-01,US,Wegovy,0
2021-03-01,US,Wegovy,0
2021-04-01,US,Wegovy,0
2021-05-01,US,Wegovy,0
2021-06-01,US,Wegovy,7
2021-07-01,US,Wegovy,4
2021-08-01,US,Wegovy,4
2021-09-01,US,Wegovy,3
2021-10-01,US,Wegovy,3
2021-11-01,US,Wegovy,4
2021-12-01,US,Wegovy,3
2022-01-01,US,Wegovy,4
2022-02-01,US,Wegovy,5
2022-03-01,US,Wegovy,6
2022-04-01,US,Wegovy,7
2022-05-01,US,Wegovy,6
2022-06-01,US,Wegovy,6
2022-07-01,US,Wegovy,6
2022-08-01,US,Wegovy,6
2022-09-01,US,Wegovy,5
2022-10-01,US,Wegovy,8
2022-11-01,US,Wegovy,8
2022-12-01,US,Wegovy,9
2023-01-01,US,Wegovy,19
2023-02-01,US,Wegovy,22
2023-03-01,US,Wegovy,25
2023-04-01,US,Wegovy,28
2023-05-01,US,Wegovy,33
2023-06-01,US,Wegovy,32
2023-07-01,US,Wegovy,25
2023-08-01,US,Wegovy,25
2023-09-01,US,Wegovy,21
2023-10-01,US,Wegovy,21
2023-11-01,US,Wegovy,22
2023-12-01,US,Wegovy,20
2024-01-01,US,Wegovy,22
2024-02-01,US,Wegovy,22
2024-03-01,US,Wegovy,28
2024-04-01,US,Wegovy,25
2024-05-01,US,Wegovy,28
2024-06-01,US,Wegovy,32
2024-07-01,US,Wegovy,30
2024-08-01,US,Wegovy,29
2024-09-01,US,Wegovy,26
2024-10-01,US,Wegovy,26
2024-11-01,US,Wegovy,25
2024-12-01,US,Wegovy,25
2025-01-01,US,Wegovy,27
2025-02-01,US,Wegovy,23
2025-03-01,US,Wegovy,24
2025-04-01,US,Wegovy,24
2025-05-01,US,Wegovy,25
2025-06-01,US,Wegovy,25
2025-07-01,US,Wegovy,29
2025-08-01,US,Wegovy,25
2025-09-01,US,Wegovy,23
2025-10-01,US,Wegovy,24
2025-11-01,US,Wegovy,28
2025-12-01,US,Wegovy,30
2026-01-01,US,Wegovy,53
2026-02-01,US,Wegovy,55
2026-03-01,US,Wegovy,55
2026-04-01,US,Wegovy,55
2018-01-01,US,Zepbound,0
2018-02-01,US,Zepbound,0
2018-03-01,US,Zepbound,0
2018-04-01,US,Zepbound,0
2018-05-01,US,Zepbound,0
2018-06-01,US,Zepbound,0
2018-07-01,US,Zepbound,0
2018-08-01,US,Zepbound,0
2018-09-01,US,Zepbound,0
2018-10-01,US,Zepbound,0
2018-11-01,US,Zepbound,0
2018-12-01,US,Zepbound,0
2019-01-01,US,Zepbound,0
2019-02-01,US,Zepbound,0
2019-03-01,US,Zepbound,0
2019-04-01,US,Zepbound,0
2019-05-01,US,Zepbound,0
2019-06-01,US,Zepbound,0
2019-07-01,US,Zepbound,0
2019-08-01,US,Zepbound,0
2019-09-01,US,Zepbound,0
2019-10-01,US,Zepbound,0
2019-11-01,US,Zepbound,0
2019-12-01,US,Zepbound,0
2020-01-01,US,Zepbound,0
2020-02-01,US,Zepbound,0
2020-03-01,US,Zepbound,0
2020-04-01,US,Zepbound,0
2020-05-01,US,Zepbound,0
2020-06-01,US,Zepbound,0
2020-07-01,US,Zepbound,0
2020-08-01,US,Zepbound,0
2020-09-01,US,Zepbound,0
2020-10-01,US,Zepbound,0
2020-11-01,US,Zepbound,0
2020-12-01,US,Zepbound,0
2021-01-01,US,Zepbound,0
2021-02-01,US,Zepbound,0
2021-03-01,US,Zepbound,0
2021-04-01,US,Zepbound,0
2021-05-01,US,Zepbound,0
2021-06-01,US,Zepbound,0
2021-07-01,US,Zepbound,0
2021-08-01,US,Zepbound,0
2021-09-01,US,Zepbound,0
2021-10-01,US,Zepbound,0
2021-11-01,US,Zepbound,0
2021-12-01,US,Zepbound,0
2022-01-01,US,Zepbound,0
2022-02-01,US,Zepbound,0
2022-03-01,US,Zepbound,0
2022-04-01,US,Zepbound,0
2022-05-01,US,Zepbound,0
2022-06-01,US,Zepbound,0
2022-07-01,US,Zepbound,0
2022-08-01,US,Zepbound,0
2022-09-01,US,Zepbound,0
2022-10-01,US,Zepbound,0
2022-11-01,US,Zepbound,0
2022-12-01,US,Zepbound,0
2023-01-01,US,Zepbound,0
2023-02-01,US,Zepbound,0
2023-03-01,US,Zepbound,0
2023-04-01,US,Zepbound,0
2023-05-01,US,Zepbound,0
2023-06-01,US,Zepbound,0
2023-07-01,US,Zepbound,0
2023-08-01,US,Zepbound,0
2023-09-01,US,Zepbound,0
2023-10-01,US,Zepbound,0
2023-11-01,US,Zepbound,11
2023-12-01,US,Zepbound,12
2024-01-01,US,Zepbound,16
2024-02-01,US,Zepbound,16
2024-03-01,US,Zepbound,23
2024-04-01,US,Zepbound,23
2024-05-01,US,Zepbound,20
2024-06-01,US,Zepbound,18
2024-07-01,US,Zepbound,18
2024-08-01,US,Zepbound,21
2024-09-01,US,Zepbound,19
2024-10-01,US,Zepbound,20
2024-11-01,US,Zepbound,21
2024-12-01,US,Zepbound,26
2025-01-01,US,Zepbound,32
2025-02-01,US,Zepbound,33
2025-03-01,US,Zepbound,34
2025-04-01,US,Zepbound,38
2025-05-01,US,Zepbound,42
2025-06-01,US,Zepbound,41
2025-07-01,US,Zepbound,42
2025-08-01,US,Zepbound,40
2025-09-01,US,Zepbound,41
2025-10-01,US,Zepbound,42
2025-11-01,US,Zepbound,47
2025-12-01,US,Zepbound,46
2026-01-01,US,Zepbound,52
2026-02-01,US,Zepbound,52
2026-03-01,US,Zepbound,53
2026-04-01,US,Zepbound,53
2018-01-01,WORLD,GLP-1,0
2018-02-01,WORLD,GLP-1,0
2018-03-01,WORLD,GLP-1,0
2018-04-01,WORLD,GLP-1,0
2018-05-01,WORLD,GLP-1,0
2018-06-01,WORLD,GLP-1,0
2018-07-01,WORLD,GLP-1,0
2018-08-01,WORLD,GLP-1,0
2018-09-01,WORLD,GLP-1,0
2018-10-01,WORLD,GLP-1,0
2018-11-01,WORLD,GLP-1,0
2018-12-01,WORLD,GLP-1,0
2019-01-01,WORLD,GLP-1,0
2019-02-01,WORLD,GLP-1,0
2019-03-01,WORLD,GLP-1,0
2019-04-01,WORLD,GLP-1,1
2019-05-01,WORLD,GLP-1,0
2019-06-01,WORLD,GLP-1,0
2019-07-01,WORLD,GLP-1,0
2019-08-01,WORLD,GLP-1,0
2019-09-01,WORLD,GLP-1,1
2019-10-01,WORLD,GLP-1,1
2019-11-01,WORLD,GLP-1,0
2019-12-01,WORLD,GLP-1,0
2020-01-01,WORLD,GLP-1,0
2020-02-01,WORLD,GLP-1,0
2020-03-01,WORLD,GLP-1,0
2020-04-01,WORLD,GLP-1,0
2020-05-01,WORLD,GLP-1,0
2020-06-01,WORLD,GLP-1,1
2020-07-01,WORLD,GLP-1,1
2020-08-01,WORLD,GLP-1,0
2020-09-01,WORLD,GLP-1,0
2020-10-01,WORLD,GLP-1,0
2020-11-01,WORLD,GLP-1,0
2020-12-01,WORLD,GLP-1,0
2021-01-01,WORLD,GLP-1,0
2021-02-01,WORLD,GLP-1,0
2021-03-01,WORLD,GLP-1,1
2021-04-01,WORLD,GLP-1,1
2021-05-01,WORLD,GLP-1,1
2021-06-01,WORLD,GLP-1,1
2021-07-01,WORLD,GLP-1,1
2021-08-01,WORLD,GLP-1,0
2021-09-01,WORLD,GLP-1,1
2021-10-01,WORLD,GLP-1,1
2021-11-01,WORLD,GLP-1,1
2021-12-01,WORLD,GLP-1,1
2022-01-01,WORLD,GLP-1,1
2022-02-01,WORLD,GLP-1,1
2022-03-01,WORLD,GLP-1,1
2022-04-01,WORLD,GLP-1,1
2022-05-01,WORLD,GLP-1,1
2022-06-01,WORLD,GLP-1,1
2022-07-01,WORLD,GLP-1,1
2022-08-01,WORLD,GLP-1,1
2022-09-01,WORLD,GLP-1,1
2022-10-01,WORLD,GLP-1,1
2022-11-01,WORLD,GLP-1,1
2022-12-01,WORLD,GLP-1,1
2023-01-01,WORLD,GLP-1,1
2023-02-01,WORLD,GLP-1,1
2023-03-01,WORLD,GLP-1,2
2023-04-01,WORLD,GLP-1,1
2023-05-01,WORLD,GLP-1,1
2023-06-01,WORLD,GLP-1,2
2023-07-01,WORLD,GLP-1,1
2023-08-01,WORLD,GLP-1,2
2023-09-01,WORLD,GLP-1,2
2023-10-01,WORLD,GLP-1,2
2023-11-01,WORLD,GLP-1,2
2023-12-01,WORLD,GLP-1,2
2024-01-01,WORLD,GLP-1,3
2024-02-01,WORLD,GLP-1,3
2024-03-01,WORLD,GLP-1,4
2024-04-01,WORLD,GLP-1,4
2024-05-01,WORLD,GLP-1,4
2024-06-01,WORLD,GLP-1,5
2024-07-01,WORLD,GLP-1,5
2024-08-01,WORLD,GLP-1,5
2024-09-01,WORLD,GLP-1,6
2024-10-01,WORLD,GLP-1,7
2024-11-01,WORLD,GLP-1,6
2024-12-01,WORLD,GLP-1,7
2025-01-01,WORLD,GLP-1,10
2025-02-01,WORLD,GLP-1,10
2025-03-01,WORLD,GLP-1,10
2025-04-01,WORLD,GLP-1,11
2025-05-01,WORLD,GLP-1,12
2025-06-01,WORLD,GLP-1,14
2025-07-01,WORLD,GLP-1,16
2025-08-01,WORLD,GLP-1,36
2025-09-01,WORLD,GLP-1,39
2025-10-01,WORLD,GLP-1,37
2025-11-01,WORLD,GLP-1,39
2025-12-01,WORLD,GLP-1,35
2026-01-01,WORLD,GLP-1,35
2026-02-01,WORLD,GLP-1,32
2026-03-01,WORLD,GLP-1,43
2026-04-01,WORLD,GLP-1,38
2018-01-01,WORLD,Mounjaro,0
2018-02-01,WORLD,Mounjaro,0
2018-03-01,WORLD,Mounjaro,0
2018-04-01,WORLD,Mounjaro,0
2018-05-01,WORLD,Mounjaro,0
2018-06-01,WORLD,Mounjaro,0
2018-07-01,WORLD,Mounjaro,0
2018-08-01,WORLD,Mounjaro,0
2018-09-01,WORLD,Mounjaro,0
2018-10-01,WORLD,Mounjaro,0
2018-11-01,WORLD,Mounjaro,0
2018-12-01,WORLD,Mounjaro,0
2019-01-01,WORLD,Mounjaro,0
2019-02-01,WORLD,Mounjaro,0
2019-03-01,WORLD,Mounjaro,0
2019-04-01,WORLD,Mounjaro,0
2019-05-01,WORLD,Mounjaro,0
2019-06-01,WORLD,Mounjaro,0
2019-07-01,WORLD,Mounjaro,0
2019-08-01,WORLD,Mounjaro,0
2019-09-01,WORLD,Mounjaro,0
2019-10-01,WORLD,Mounjaro,0
2019-11-01,WORLD,Mounjaro,0
2019-12-01,WORLD,Mounjaro,0
2020-01-01,WORLD,Mounjaro,0
2020-02-01,WORLD,Mounjaro,0
2020-03-01,WORLD,Mounjaro,0
2020-04-01,WORLD,Mounjaro,0
2020-05-01,WORLD,Mounjaro,0
2020-06-01,WORLD,Mounjaro,0
2020-07-01,WORLD,Mounjaro,0
2020-08-01,WORLD,Mounjaro,0
2020-09-01,WORLD,Mounjaro,0
2020-10-01,WORLD,Mounjaro,0
2020-11-01,WORLD,Mounjaro,0
2020-12-01,WORLD,Mounjaro,0
2021-01-01,WORLD,Mounjaro,0
2021-02-01,WORLD,Mounjaro,0
2021-03-01,WORLD,Mounjaro,0
2021-04-01,WORLD,Mounjaro,0
2021-05-01,WORLD,Mounjaro,0
2021-06-01,WORLD,Mounjaro,0
2021-07-01,WORLD,Mounjaro,0
2021-08-01,WORLD,Mounjaro,0
2021-09-01,WORLD,Mounjaro,0
2021-10-01,WORLD,Mounjaro,0
2021-11-01,WORLD,Mounjaro,0
2021-12-01,WORLD,Mounjaro,0
2022-01-01,WORLD,Mounjaro,0
2022-02-01,WORLD,Mounjaro,0
2022-03-01,WORLD,Mounjaro,0
2022-04-01,WORLD,Mounjaro,0
2022-05-01,WORLD,Mounjaro,0
2022-06-01,WORLD,Mounjaro,1
2022-07-01,WORLD,Mounjaro,3
2022-08-01,WORLD,Mounjaro,4
2022-09-01,WORLD,Mounjaro,8
2022-10-01,WORLD,Mounjaro,10
2022-11-01,WORLD,Mounjaro,11
2022-12-01,WORLD,Mounjaro,11
2023-01-01,WORLD,Mounjaro,13
2023-02-01,WORLD,Mounjaro,11
2023-03-01,WORLD,Mounjaro,12
2023-04-01,WORLD,Mounjaro,14
2023-05-01,WORLD,Mounjaro,13
2023-06-01,WORLD,Mounjaro,14
2023-07-01,WORLD,Mounjaro,13
2023-08-01,WORLD,Mounjaro,11
2023-09-01,WORLD,Mounjaro,11
2023-10-01,WORLD,Mounjaro,12
2023-11-01,WORLD,Mounjaro,15
2023-12-01,WORLD,Mounjaro,14
2024-01-01,WORLD,Mounjaro,15
2024-02-01,WORLD,Mounjaro,16
2024-03-01,WORLD,Mounjaro,20
2024-04-01,WORLD,Mounjaro,20
2024-05-01,WORLD,Mounjaro,21
2024-06-01,WORLD,Mounjaro,21
2024-07-01,WORLD,Mounjaro,25
2024-08-01,WORLD,Mounjaro,25
2024-09-01,WORLD,Mounjaro,27
2024-10-01,WORLD,Mounjaro,30
2024-11-01,WORLD,Mounjaro,33
2024-12-01,WORLD,Mounjaro,35
2025-01-01,WORLD,Mounjaro,47
2025-02-01,WORLD,Mounjaro,50
2025-03-01,WORLD,Mounjaro,52
2025-04-01,WORLD,Mounjaro,61
2025-05-01,WORLD,Mounjaro,73
2025-06-01,WORLD,Mounjaro,71
2025-07-01,WORLD,Mounjaro,73
2025-08-01,WORLD,Mounjaro,94
2025-09-01,WORLD,Mounjaro,83
2025-10-01,WORLD,Mounjaro,81
2025-11-01,WORLD,Mounjaro,83
2025-12-01,WORLD,Mounjaro,79
2026-01-01,WORLD,Mounjaro,89
2026-02-01,WORLD,Mounjaro,83
2026-03-01,WORLD,Mounjaro,86
2026-04-01,WORLD,Mounjaro,83
2018-01-01,WORLD,Ozempic,0
2018-02-01,WORLD,Ozempic,0
2018-03-01,WORLD,Ozempic,0
2018-04-01,WORLD,Ozempic,0
2018-05-01,WORLD,Ozempic,0
2018-06-01,WORLD,Ozempic,0
2018-07-01,WORLD,Ozempic,1
2018-08-01,WORLD,Ozempic,1
2018-09-01,WORLD,Ozempic,1
2018-10-01,WORLD,Ozempic,1
2018-11-01,WORLD,Ozempic,1
2018-12-01,WORLD,Ozempic,1
2019-01-01,WORLD,Ozempic,1
2019-02-01,WORLD,Ozempic,1
2019-03-01,WORLD,Ozempic,1
2019-04-01,WORLD,Ozempic,1
2019-05-01,WORLD,Ozempic,2
2019-06-01,WORLD,Ozempic,2
2019-07-01,WORLD,Ozempic,2
2019-08-01,WORLD,Ozempic,2
2019-09-01,WORLD,Ozempic,2
2019-10-01,WORLD,Ozempic,3
2019-11-01,WORLD,Ozempic,3
2019-12-01,WORLD,Ozempic,3
2020-01-01,WORLD,Ozempic,4
2020-02-01,WORLD,Ozempic,3
2020-03-01,WORLD,Ozempic,3
2020-04-01,WORLD,Ozempic,2
2020-05-01,WORLD,Ozempic,3
2020-06-01,WORLD,Ozempic,3
2020-07-01,WORLD,Ozempic,4
2020-08-01,WORLD,Ozempic,4
2020-09-01,WORLD,Ozempic,4
2020-10-01,WORLD,Ozempic,4
2020-11-01,WORLD,Ozempic,4
2020-12-01,WORLD,Ozempic,4
2021-01-01,WORLD,Ozempic,5
2021-02-01,WORLD,Ozempic,7
2021-03-01,WORLD,Ozempic,7
2021-04-01,WORLD,Ozempic,7
2021-05-01,WORLD,Ozempic,7
2021-06-01,WORLD,Ozempic,9
2021-07-01,WORLD,Ozempic,9
2021-08-01,WORLD,Ozempic,9
2021-09-01,WORLD,Ozempic,11
2021-10-01,WORLD,Ozempic,11
2021-11-01,WORLD,Ozempic,12
2021-12-01,WORLD,Ozempic,10
2022-01-01,WORLD,Ozempic,13
2022-02-01,WORLD,Ozempic,17
2022-03-01,WORLD,Ozempic,17
2022-04-01,WORLD,Ozempic,18
2022-05-01,WORLD,Ozempic,20
2022-06-01,WORLD,Ozempic,21
2022-07-01,WORLD,Ozempic,22
2022-08-01,WORLD,Ozempic,24
2022-09-01,WORLD,Ozempic,25
2022-10-01,WORLD,Ozempic,30
2022-11-01,WORLD,Ozempic,32
2022-12-01,WORLD,Ozempic,33
2023-01-01,WORLD,Ozempic,55
2023-02-01,WORLD,Ozempic,49
2023-03-01,WORLD,Ozempic,65
2023-04-01,WORLD,Ozempic,62
2023-05-01,WORLD,Ozempic,65
2023-06-01,WORLD,Ozempic,73
2023-07-01,WORLD,Ozempic,62
2023-08-01,WORLD,Ozempic,56
2023-09-01,WORLD,Ozempic,55
2023-10-01,WORLD,Ozempic,61
2023-11-01,WORLD,Ozempic,58
2023-12-01,WORLD,Ozempic,57
2024-01-01,WORLD,Ozempic,65
2024-02-01,WORLD,Ozempic,69
2024-03-01,WORLD,Ozempic,80
2024-04-01,WORLD,Ozempic,87
2024-05-01,WORLD,Ozempic,100
