drug_query,nct_id,brief_title,overall_status,start_date,completion_date,phase,study_type,enrollment,conditions,lead_sponsor
semaglutide,NCT05689099,A Research Trial Looking at the Comparability of 2 Different Concentrations of Semaglutide for the 0.5 Milligram (mg) Dose,COMPLETED,2023-01-17,2023-05-30,PHASE1,INTERVENTIONAL,20,"Diabetes Mellitus, Type 2; Healthy Participants",Novo Nordisk A/S
semaglutide,NCT04016974,A Research Study of How Oral Semaglutide Tablets Work in Healthy People Who Are Chinese,COMPLETED,2019-10-08,2021-02-26,PHASE1,INTERVENTIONAL,32,"Healthy Volunteers; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06852391,JOULE - Metabolic Adaptation to Weight Loss in Response to a Behavioural Lifestyle Program With or Without Semaglutide in Adolescents With Obesity,RECRUITING,2025-06-18,2027-12-31,PHASE4,INTERVENTIONAL,74,Obesity (Disorder),McMaster University
semaglutide,NCT06659718,Emulation of the SOUL Diabetes Trial in Healthcare Claims,COMPLETED,2024-10-24,2025-02-13,,OBSERVATIONAL,43650,"Diabetes Mellitus, Type 2",Brigham and Women's Hospital
semaglutide,NCT04862923,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in the United Kingdom, as Part of Local Clinical Practice",COMPLETED,2021-05-12,2023-08-31,,OBSERVATIONAL,336,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT03191396,Research Study Comparing a New Medicine Semaglutide to Liraglutide in People With Type 2 Diabetes,COMPLETED,2017-06-27,2018-08-13,PHASE3,INTERVENTIONAL,577,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT04889183,SeMaglutide and Albuminuria Reduction Trial in Obese Individuals Without Diabetes,COMPLETED,2022-03-14,2024-05-28,PHASE3,INTERVENTIONAL,125,Obesity; Albuminuria,University Medical Center Groningen
semaglutide,NCT05579977,Trial to Learn About the Study Medicine (PF-07081532) and Rybelsus in People With Type 2 Diabetes and Separately PF-07081532 in People With Obesity,TERMINATED,2022-10-27,2023-09-22,PHASE2,INTERVENTIONAL,902,Diabetes Mellitus; Obesity,Pfizer
semaglutide,NCT03498001,Effects of GLP-1 Agonists on CArdiac Steatosis Evaluated by Magnetic Resonance Imaging,COMPLETED,2018-04-16,2023-12-20,NA,INTERVENTIONAL,42,Type II Diabetes,Centre Hospitalier Universitaire Dijon
semaglutide,NCT07040592,Off-Label Medications for Alcohol Use Disorder Among Patients With HIV: Pilot Study 3 Semaglutide,RECRUITING,2026-01-15,2027-06-30,PHASE2,INTERVENTIONAL,30,Alcohol Use Disorder (AUD); HIV,Yale University
semaglutide,NCT07042672,"Behavioral Therapy and GLP-1 Analogue Effects on Binge Eating, Weight, and Coping in Obesity",RECRUITING,2025-07-01,2028-12-31,,OBSERVATIONAL,80,Binge Eating Disorder Associated With Obesity; Binge Eating Disorder; Eating Disorder Binge; Eating Disorders; GLP-1; CBT; Obesity &Amp; Overweight,Haukeland University Hospital
semaglutide,NCT05390307,Obesity Treatment to Improve Diabetes,COMPLETED,2023-04-01,2024-01-01,NA,INTERVENTIONAL,60,Type 1 Diabetes,Dasman Diabetes Institute
semaglutide,NCT02863419,Efficacy and Safety of Oral Semaglutide Versus Liraglutide and Versus Placebo in Subjects With Type 2 Diabetes Mellitus,COMPLETED,2016-08-10,2018-03-30,PHASE3,INTERVENTIONAL,711,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05746039,Feasibility of Semaglutide in Advanced Lung Disease,RECRUITING,2024-01-29,2027-12-28,"PHASE1, PHASE2",INTERVENTIONAL,8,"Obesity; Interstitial Lung Disease; Chronic Obstructive Pulmonary Disease; Sarcoidosis, Pulmonary; Pulmonary Hypertension",University of Pennsylvania
semaglutide,NCT06292065,Gastric Ultrasound To Assess Gastric Contents In Patients On Semaglutide Therapy,COMPLETED,2024-04-16,2025-05-31,NA,INTERVENTIONAL,88,Gastroparesis,Nils Vlaeminck
semaglutide,NCT06131372,"A Research Study to See if Kidney Damage in People With Chronic Kidney Disease and Type 2 Diabetes Living With Overweight or Obesity Can be Reduced by CagriSema Compared to Semaglutide, Cagrilintide and Placebo",COMPLETED,2024-04-01,2025-11-06,PHASE2,INTERVENTIONAL,626,Chronic Kidney Disease; Type 2 Diabetes; Obesity,Novo Nordisk A/S
semaglutide,NCT05819853,Role of Semaglutide in Restoring Ovulation in Youth and Adults With Polycystic Ovary Syndrome,RECRUITING,2023-11-03,2028-06-30,PHASE3,INTERVENTIONAL,80,PCOS (Polycystic Ovary Syndrome) of Bilateral Ovaries; Obese,"University of Colorado, Denver"
semaglutide,NCT06301191,The Effect of Semaglutide on Cardiovascular Markers and Liver Function,UNKNOWN,2022-03-01,2024-05-01,,OBSERVATIONAL,50,Diabetes Type 2,Attikon Hospital
semaglutide,NCT04817644,"A Research Study to See How Much Semaglutide and SNAC is in the Milk of Healthy, Breastfeeding Women Taking Semaglutide Tablets",COMPLETED,2021-09-10,2023-07-03,PHASE1,INTERVENTIONAL,14,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06820047,Sleeve Gastrectomy vs. Lifestyle & Medications: Impact on BMI Trajectory and Target Attainment in a Matched Cohort Study,COMPLETED,2022-05-01,2024-07-01,,OBSERVATIONAL,190,Obesity and Obesity-related Medical Conditions,University of Roma La Sapienza
semaglutide,NCT07165158,The Effect of Semaglutide on Bone Health,NOT_YET_RECRUITING,2025-09-15,2026-12-31,PHASE4,INTERVENTIONAL,150,Osteoporosis; Osteoporosis Fracture; T2DM,The First Affiliated Hospital of Xiamen University
semaglutide,NCT05419726,Brown Adipose Tissue Activity in Response to Semaglutide Administered to Obese Subjects.,RECRUITING,2023-02-01,2026-02-01,,OBSERVATIONAL,20,Obesity,"University of California, Los Angeles"
semaglutide,NCT07357766,A Research Study to Compare Different Versions of Injectable CagriSema and Placebo in People With Excess Body Weight,NOT_YET_RECRUITING,2026-06-22,2028-01-17,PHASE3,INTERVENTIONAL,1400,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT06500143,Residual Gastric Content After Holding of Glucagon-like Peptide-1 Receptor Agonists Before Elective Surgery,COMPLETED,2024-10-09,2025-02-28,,OBSERVATIONAL,94,Gastric Retention,Ciusss de L'Est de l'Île de Montréal
semaglutide,NCT06754163,Evaluating the Effect of the STEP@STAH Semaglutide Protocol on the Physical Health Measures of Atypical Antipsychotic-Treated Patients,RECRUITING,2025-01-01,2027-06-30,PHASE4,INTERVENTIONAL,20,Obesity and Obesity-related Medical Conditions; Psychiatric Disorders,St Andrew's Healthcare
semaglutide,NCT07539584,Adiponectin in Patients With Metabolic Disorders,COMPLETED,2022-03-01,2024-04-08,NA,INTERVENTIONAL,130,Metabolic Dysfunction-associated Fatty Liver Disease (MAFLD); Type 2 Diabetes Mellitus (T2DM),Moscow Regional Research and Clinical Institute (MONIKI)
semaglutide,NCT06771115,Phase 2a Placebo-Controlled Study of VTX3232 Alone or in Combination With Semaglutide in Obesity,COMPLETED,2025-01-07,2025-09-10,PHASE2,INTERVENTIONAL,176,Obesity,Zomagen Biosciences Ltd.
semaglutide,NCT04972721,SELECT-LIFE: A Research Study Looking at Long-term Effects of Semaglutide in People Who Took Part in the SELECT Cardiovascular Outcomes Trial,COMPLETED,2023-09-01,2025-08-25,,OBSERVATIONAL,3439,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT03707990,A Research Study of NNC0165-1875 Alone or Together With Semaglutide in People Who Are Overweight or Obese,COMPLETED,2018-10-15,2019-08-13,PHASE1,INTERVENTIONAL,88,Obesity and Overweight,Novo Nordisk A/S
semaglutide,NCT07423481,Weight Trajectories and Predictive Factors After Semaglutide in Patients With Grade 3 and Complicated Obesity,NOT_YET_RECRUITING,2026-06-01,2027-03-01,,OBSERVATIONAL,3000,Obesity & Overweight,Nantes University Hospital
semaglutide,NCT05441267,A Study of Cardiovascular Events iN Diabetes Plus,RECRUITING,2023-03-13,2048-08-17,PHASE4,INTERVENTIONAL,20000,"Diabetes Mellitus, Type 2",University of Oxford
semaglutide,NCT06468748,The Effects of Semaglutide on Body Composition and Performance in Military Personnel,WITHDRAWN,2024-08-01,2025-03-27,PHASE4,INTERVENTIONAL,0,Obesity,United States Army Research Institute of Environmental Medicine
semaglutide,NCT05230615,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Italy, as Part of Local Clinical Practice",COMPLETED,2022-04-01,2023-10-31,,OBSERVATIONAL,458,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05891496,A Research Study Looking at the Effect of Semaglutide on the Immune System and Other Biological Processes in People With Alzheimer's Disease,COMPLETED,2023-06-20,2025-09-08,PHASE3,INTERVENTIONAL,23,Alzheimers Disease,Novo Nordisk A/S
semaglutide,NCT07428746,Investigating the Impact of GLP-1 RA Therapy on Osteosarcopenia in Older Female Adults With Diabetes,NOT_YET_RECRUITING,,,PHASE3,INTERVENTIONAL,20,"Diabetes Mellitus, Type 2",Emory University
semaglutide,NCT00813020,A Clinical Trial Investigating the Comparison of Three Different Concentrations of NN9535 in Healthy Male Subjects,COMPLETED,,,PHASE1,INTERVENTIONAL,44,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07513168,Low-Dose Semaglutide for Weight Loss in Obese Non-Diabetic Pakistani Adults,RECRUITING,2025-08-01,2026-12-01,PHASE4,INTERVENTIONAL,60,Obesity; Weight Reduction; Cardiometabolic Risk Factors,Asian Institute Of Medical Sciences
semaglutide,NCT05726227,A Research Study on How Well Semaglutide Helps Children and Teenagers With Excess Body Weight Lose Weight,ACTIVE_NOT_RECRUITING,2023-07-07,2026-12-07,PHASE3,INTERVENTIONAL,210,Obesity,Novo Nordisk A/S
semaglutide,NCT07057310,Aging Well: Targeting Obesity With GLP-1 Agonists to Enhance Physical and Vascular Health in Postmenopausal Women,ENROLLING_BY_INVITATION,2025-05-01,2027-03-31,PHASE4,INTERVENTIONAL,30,Obesity; Menopause,Mayo Clinic
semaglutide,NCT04513704,A Clinical Trial Comparing Semaglutide in Healthy People Who Eat and Take the Medicine at Different Times,COMPLETED,2020-08-28,2021-05-26,PHASE1,INTERVENTIONAL,156,Healthy Volunteers Type 2 Diabetes,Novo Nordisk A/S
semaglutide,NCT06287307,Semaglutide 2.4mg for Low Responders After Bariatric Surgery,NOT_YET_RECRUITING,,,PHASE4,INTERVENTIONAL,152,"Obesity; Obesity, Morbid; Weight Gain",Zuyderland Medisch Centrum
semaglutide,NCT07317115,Side-to-Side Duodeno-ileostomy Versus Semaglutide in Adults With Obesity and Type 2 Diabetes,RECRUITING,,,NA,INTERVENTIONAL,20,Obesity (Disorder); Obesity & Overweight; Type 2 Diabetes (T2DM),"GT Metabolic Solutions, Inc."
semaglutide,NCT04094415,"A Research Study Looking at How Semaglutide Works in People With Type 2 Diabetes in Italy, as Part of Local Clinical Practice",COMPLETED,2019-10-28,2021-07-28,,OBSERVATIONAL,581,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06256549,A Study of GZR18 Injection in Chinese Patients With Type 2 Diabetes Mellitus,UNKNOWN,2023-08-09,2024-07-20,PHASE2,INTERVENTIONAL,272,Type 2 Diabetes,"Gan and Lee Pharmaceuticals, USA"
semaglutide,NCT05195944,Semaglutide vs Sitagliptin,ENROLLING_BY_INVITATION,2022-10-26,,PHASE4,INTERVENTIONAL,58,Liver Transplant; Complications; Diabetes Mellitus; NASH - Nonalcoholic Steatohepatitis; NAFLD,"University Health Network, Toronto"
semaglutide,NCT06354101,"The Purpose of This Registry Study is to Learn More About Metabolic Health: Approximately 15,000 Participants Who Are Overweight or Have Obesity With or Without Metabolic Diseases Are Expected to Participate in This Registry Study.",WITHDRAWN,2023-07-01,2023-07-01,,OBSERVATIONAL,0,Metabolic Health,CorEvitas
semaglutide,NCT04012255,A Research Study to Compare Two Forms of Semaglutide in Two Different Pen-injectors in People With Overweight or Obesity,TERMINATED,2019-07-15,2019-10-22,PHASE1,INTERVENTIONAL,29,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT05938712,"The Efficacy, Mechanism & Safety of Sodium Glucose Co-Transporter-2 Inhibitor & Glucagon-Like Peptide 1 Receptor Agonist Combination Therapy in Kidney Transplant Recipients",RECRUITING,2023-10-24,2025-10-01,PHASE2,INTERVENTIONAL,20,Kidney Transplant Recipients,"University Health Network, Toronto"
semaglutide,NCT00696657,A Randomised Controlled Clinical Trial in Type 2 Diabetes Comparing Semaglutide to Placebo and Liraglutide,COMPLETED,2008-06-03,2009-02-05,PHASE2,INTERVENTIONAL,415,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT05786521,"Effect of GLP1 Receptor Agonists on Physical Function, Body Composition, and Markers of Aging in Older Adults",COMPLETED,2023-04-01,2024-05-20,PHASE4,INTERVENTIONAL,20,"Aging; Diabetes Mellitus, Type 2; PreDiabetes; Overweight and Obesity",The University of Texas Health Science Center at San Antonio
semaglutide,NCT05071898,Pharmacogenetics of Response to GLP1R Agonists,RECRUITING,2022-04-11,2027-12-31,PHASE1,INTERVENTIONAL,600,Obesity; Diabetes Type 2,"University of Maryland, Baltimore"
semaglutide,NCT02453711,Investigation of Safety and Efficacy of Once-daily Semaglutide in Obese Subjects Without Diabetes Mellitus,COMPLETED,2015-10-01,2017-04-12,PHASE2,INTERVENTIONAL,957,Metabolism and Nutrition Disorder; Obesity,Novo Nordisk A/S
semaglutide,NCT07190144,Coronary Flow Reserve Changes After Semaglutide Treatment,COMPLETED,2025-01-07,2025-08-01,,OBSERVATIONAL,122,The Study Focused on the Vascular Effects of Semaglutide in Both Diabetic and Non-diabetic Patients; Obesity &Amp; Overweight,Ekrem Bilal Karaayvaz
semaglutide,NCT06423599,Effect of Weight Loss on Physical and Cardiac Performance in People With Obesity and Heart Failure,RECRUITING,2024-05-17,2026-12-30,"PHASE2, PHASE3",INTERVENTIONAL,100,Heart Failure With Reduced Ejection Fraction; Obesity; Weight Loss; Chronic Heart Failure,"Jens D Hove, MD,PHD"
semaglutide,NCT04537637,"A Research Study Looking at How Oral Semaglutide Works in People With Type 2 Diabetes in Denmark, as Part of Local Clinical Practice",COMPLETED,2020-08-28,2023-05-08,,OBSERVATIONAL,99,"Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07239570,A Biomarker-targeted Clinical Trial to Optimize Treatment for Patients With Chronic Kidney Disease,RECRUITING,2025-06-20,,PHASE4,INTERVENTIONAL,125,Chronic Kidney Disease(CKD),Peter Rossing
semaglutide,NCT05784402,A Research Study to Compare How Much Semaglutide is Found in the Blood With Different Tablets of Oral Semaglutide in Healthy Participants,COMPLETED,2023-03-16,2024-03-29,PHASE1,INTERVENTIONAL,264,Healthy Participants,Novo Nordisk A/S
semaglutide,NCT04251156,Research Study of How Well Semaglutide Works in People Living With Overweight or Obesity.,COMPLETED,2020-12-08,2022-08-23,PHASE3,INTERVENTIONAL,375,"Overweight; Obesity; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT07213466,Individualized Pharmacological Approach to Obesity in Patients With Bipolar Disorder,RECRUITING,2026-01-19,2029-02-01,PHASE4,INTERVENTIONAL,100,Bipolar I Disorder; Bipolar II Disorder; Schizo Affective Disorder; Obesity; Weight Loss; GLP - 1,Mayo Clinic
semaglutide,NCT05147896,Semaglutide Anti-Atherosclerotic Mechanisms of Action Study in Type 2 Diabetes Patients,UNKNOWN,2022-05-01,2023-12-01,NA,INTERVENTIONAL,100,"Diabetes Mellitus, Type 2; Atherosclerosis",University Medical Centre Ljubljana
semaglutide,NCT05870462,Semaglutide and Vascular Regeneration,UNKNOWN,2023-04-29,,PHASE4,INTERVENTIONAL,100,"Atherosclerosis; Cardiovascular Diseases; Diabetes Mellitus, Type 2; Obesity",Canadian Medical and Surgical Knowledge Translation Research Group
semaglutide,NCT07495020,The Laparoscopic Transit Bipartition With Use Metalic Anastomosis Clip,NOT_YET_RECRUITING,2026-03-25,2028-05-30,NA,INTERVENTIONAL,90,"Type 2 Diabetes Mellitus (T2DM); Obesity & Overweight; Marginal Ulcer (Peptic) or Erosion; Leakage, Anastomotic",The Society of Bariatric and Metabolic Surgeons of Kazakhstan
semaglutide,NCT07251803,GLP1 Fasting Status and Gastric Retention Using Gastric Ultrasound,RECRUITING,2026-02-03,2026-12-31,,OBSERVATIONAL,150,Gastric Retention,Medical University of South Carolina
semaglutide,NCT04466345,Semaglutide for the Treatment of Cognitive Dysfunction in Major Depressive Disorder,COMPLETED,2021-10-06,2024-12-27,PHASE2,INTERVENTIONAL,72,Major Depressive Disorder,"University Health Network, Toronto"
semaglutide,NCT03611582,Research Study to Look at How Well Semaglutide is at Lowering Weight When Taken Together With an Intensive Lifestyle Program,COMPLETED,2018-08-01,2020-04-28,PHASE3,INTERVENTIONAL,611,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT06182618,Retrospective Analysis for Patients With Metabolic Syndrome,UNKNOWN,2023-06-01,2024-01-01,,OBSERVATIONAL,400,Metabolic Syndrome,"Second Affiliated Hospital, School of Medicine, Zhejiang University"
semaglutide,NCT07275697,Waiting on Atrial Fibrillation Intervention Therapy (WAIT) Study,NOT_YET_RECRUITING,2025-12-15,2028-12-30,PHASE4,INTERVENTIONAL,200,Atrial Fibrillation (AF); Obesity & Overweight,Emma Svennberg
semaglutide,NCT07456774,A Two-armed Real-world Study of Ozempic (OW Semaglutide) to Evaluate Its Adherence and Persistence Compared With Other Anti-diabetic Drugs Among Adult T2DM Patients in China,NOT_YET_RECRUITING,2026-02-13,2026-08-31,,OBSERVATIONAL,100000,Type 2 Diabetes,Novo Nordisk A/S
semaglutide,NCT02054897,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo in Drug-naïve Subjects With Type 2 Diabetes,COMPLETED,2014-02-03,2015-05-08,PHASE3,INTERVENTIONAL,388,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S
semaglutide,NCT06323174,A Research Study to See How Much CagriSema Lowers Blood Sugar and Body Weight Compared to Placebo in People With Type 2 Diabetes Treated With Diet and Exercise,COMPLETED,2024-03-19,2025-12-22,PHASE3,INTERVENTIONAL,189,Type 2 Diabetes,Novo Nordisk A/S
semaglutide,NCT03842202,A Research Study to Look at How Semaglutide Affects Gastric Emptying in People With Obesity,COMPLETED,2019-02-15,2019-11-04,PHASE1,INTERVENTIONAL,72,Overweight; Obesity,Novo Nordisk A/S
semaglutide,NCT06118203,Semaglutide Use in Acute Pulmonary Embolism,COMPLETED,2022-01-02,2023-03-05,,OBSERVATIONAL,18,Pulmonary Embolism,Imperial College London
semaglutide,NCT07220629,Study to Explore the Safety and Efficacy of NT-0796 as an Adjunct to Semaglutide in Participants With Obesity (RESOLVE-2),ACTIVE_NOT_RECRUITING,2025-10-02,2026-08-21,PHASE2,INTERVENTIONAL,82,Obesity,NodThera Limited
semaglutide,NCT06260722,Effect of Retatrutide Compared With Semaglutide in Adult Participants With Type 2 Diabetes and Inadequate Glycemic Control With Metformin With or Without SGLT2 Inhibitor (TRANSCEND-T2D-2),ACTIVE_NOT_RECRUITING,2024-02-21,,PHASE3,INTERVENTIONAL,1250,"Diabetes Mellitus, Type 2",Eli Lilly and Company
semaglutide,NCT05670379,"Assessment of Safety, Tolerability and Drug Levels of Exenatide Implant",COMPLETED,2024-12-20,2025-08-21,PHASE1,INTERVENTIONAL,24,Overweight and Obesity; Type2diabetes,"Vivani Medical, Inc"
semaglutide,NCT05567796,A Research Study to See How Well CagriSema Helps People With Excess Body Weight Lose Weight,ACTIVE_NOT_RECRUITING,2022-11-01,2026-10-19,PHASE3,INTERVENTIONAL,3400,Obesity,Novo Nordisk A/S
semaglutide,NCT05333003,Semaglutide in Comorbid Schizophrenia Spectrum Disorder and Obesity,UNKNOWN,2022-05-25,,NA,INTERVENTIONAL,92,Schizophrenia Spectrum Disorders,Centre for Addiction and Mental Health
