generic_name,reaction,report_count,pct_serious,pct_hospitalization,pct_death,median_age,pct_female
dulaglutide,Anogenital warts,1,0.0,0.0,0.0,,0.0
dulaglutide,Anorectal discomfort,1,1.0,0.0,0.0,,1.0
dulaglutide,Anorgasmia,1,0.0,0.0,0.0,,0.0
dulaglutide,Anosmia,1,0.0,0.0,0.0,,1.0
dulaglutide,Anti-insulin antibody positive,1,0.0,0.0,0.0,74.0,1.0
dulaglutide,Anticoagulation drug level abnormal,1,0.0,0.0,0.0,,0.0
dulaglutide,Anxiety disorder,1,0.0,0.0,0.0,53.0,1.0
dulaglutide,Appendix cancer,1,1.0,0.0,0.0,80.0,1.0
dulaglutide,Application site bruise,1,0.0,0.0,0.0,68.0,1.0
dulaglutide,Application site discolouration,1,0.0,0.0,0.0,,1.0
dulaglutide,Application site dryness,1,0.0,0.0,0.0,56.0,0.0
dulaglutide,Application site induration,1,0.0,0.0,0.0,59.0,0.0
dulaglutide,Arthritis infective,1,0.0,0.0,0.0,,1.0
dulaglutide,Aspiration,1,1.0,0.0,1.0,85.0,0.0
dulaglutide,Asthmatic crisis,1,0.0,0.0,0.0,,1.0
dulaglutide,Astigmatism,1,1.0,0.0,0.0,,0.0
dulaglutide,Atrial thrombosis,1,1.0,1.0,0.0,60.0,0.0
dulaglutide,Auditory disorder,1,1.0,0.0,0.0,,1.0
dulaglutide,Autoimmune hepatitis,1,1.0,1.0,0.0,,0.0
dulaglutide,Back disorder,1,0.0,0.0,0.0,,1.0
dulaglutide,Back injury,1,1.0,0.0,0.0,53.0,1.0
dulaglutide,Bacterial infection,1,1.0,1.0,0.0,75.0,1.0
dulaglutide,Bacterial toxaemia,1,1.0,0.0,0.0,69.0,0.0
dulaglutide,Balanoposthitis,1,1.0,0.0,0.0,52.7,0.0
dulaglutide,Barrett^s oesophagus,1,0.0,0.0,0.0,36.0,0.0
dulaglutide,Basedow^s disease,1,1.0,0.0,0.0,,0.0
dulaglutide,Benign neoplasm,1,1.0,0.0,0.0,57.0,1.0
dulaglutide,Benign neoplasm of thyroid gland,1,1.0,0.0,0.0,,1.0
dulaglutide,Benign prostatic hyperplasia,1,0.0,0.0,0.0,,0.0
dulaglutide,Bezoar,1,0.0,0.0,0.0,,0.0
dulaglutide,Bile duct pressure increased,1,1.0,0.0,0.0,76.0,0.0
dulaglutide,Bile duct stone,1,1.0,1.0,0.0,,0.0
dulaglutide,Bipolar disorder,1,1.0,0.0,0.0,47.0,0.0
dulaglutide,Bladder cancer,1,1.0,0.0,1.0,66.0,0.0
dulaglutide,Bladder disorder,1,0.0,0.0,0.0,77.0,1.0
dulaglutide,Bladder pain,1,0.0,0.0,0.0,76.0,1.0
dulaglutide,Blood cholinesterase increased,1,1.0,0.0,0.0,39.0,0.0
dulaglutide,Blood count abnormal,1,1.0,1.0,0.0,67.0,1.0
dulaglutide,Blood creatine increased,1,0.0,0.0,0.0,,1.0
dulaglutide,Blood disorder,1,0.0,0.0,0.0,53.0,0.0
dulaglutide,Blood gastrin increased,1,1.0,0.0,0.0,,1.0
dulaglutide,Blood growth hormone decreased,1,0.0,0.0,0.0,,1.0
dulaglutide,Blood insulin abnormal,1,0.0,0.0,0.0,66.0,0.0
dulaglutide,Blood insulin decreased,1,0.0,0.0,0.0,,0.0
dulaglutide,Blood insulin increased,1,1.0,0.0,0.0,,1.0
dulaglutide,Blood iron decreased,1,0.0,0.0,0.0,68.5,1.0
dulaglutide,Blood ketone body,1,1.0,1.0,0.0,30.0,0.0
dulaglutide,Blood ketone body increased,1,1.0,0.0,0.0,,0.0
dulaglutide,Blood ketone body present,1,1.0,1.0,0.0,65.0,1.0
dulaglutide,Blood lactate dehydrogenase increased,1,1.0,1.0,0.0,77.0,1.0
dulaglutide,Blood parathyroid hormone decreased,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Blood parathyroid hormone increased,1,1.0,1.0,0.0,57.0,0.0
dulaglutide,Blood pressure fluctuation,1,1.0,0.0,0.0,57.0,1.0
dulaglutide,Blood pressure inadequately controlled,1,1.0,0.0,0.0,56.0,1.0
dulaglutide,Blood pressure systolic increased,1,1.0,0.0,0.0,64.0,0.0
dulaglutide,Blood sodium increased,1,1.0,1.0,0.0,64.0,1.0
dulaglutide,Blood testosterone decreased,1,0.0,0.0,0.0,56.0,0.0
dulaglutide,Blood thyroid stimulating hormone abnormal,1,1.0,1.0,0.0,42.0,1.0
dulaglutide,Blood thyroid stimulating hormone increased,1,0.0,0.0,0.0,0.0,0.0
dulaglutide,Blood triglycerides abnormal,1,0.0,0.0,0.0,,1.0
dulaglutide,Blood viscosity increased,1,1.0,0.0,0.0,,0.0
dulaglutide,Bradyarrhythmia,1,1.0,1.0,0.0,91.0,0.0
dulaglutide,Bradycardia,1,1.0,1.0,0.0,64.0,1.0
dulaglutide,Brain neoplasm,1,1.0,0.0,0.0,44.0,0.0
dulaglutide,Brain oedema,1,1.0,0.0,1.0,,0.0
dulaglutide,Brain stem infarction,1,1.0,1.0,0.0,60.0,0.0
dulaglutide,Breast mass,1,1.0,0.0,0.0,68.0,1.0
dulaglutide,Breast tenderness,1,0.0,0.0,0.0,63.0,1.0
dulaglutide,Breath odour,1,0.0,0.0,0.0,58.0,0.0
dulaglutide,Brucellosis,1,1.0,1.0,0.0,48.0,0.0
dulaglutide,Bruxism,1,0.0,0.0,0.0,45.0,1.0
dulaglutide,Bundle branch block left,1,1.0,0.0,0.0,69.0,0.0
dulaglutide,C-reactive protein abnormal,1,1.0,0.0,0.0,67.0,1.0
dulaglutide,CSF volume increased,1,1.0,0.0,0.0,50.0,1.0
dulaglutide,Cardiac flutter,1,1.0,0.0,0.0,52.0,1.0
dulaglutide,Cardiac output decreased,1,1.0,1.0,0.0,,0.0
dulaglutide,Cardio-respiratory arrest,1,1.0,0.0,1.0,84.0,0.0
dulaglutide,Cardiomegaly,1,1.0,1.0,0.0,,0.0
dulaglutide,Chapped lips,1,1.0,0.0,0.0,,1.0
dulaglutide,Chest injury,1,1.0,0.0,0.0,55.0,0.0
dulaglutide,Cholangiocarcinoma,1,1.0,1.0,0.0,,1.0
dulaglutide,Cholecystostomy,1,0.0,0.0,0.0,,1.0
dulaglutide,Chondrocalcinosis pyrophosphate,1,0.0,0.0,0.0,84.0,1.0
dulaglutide,Chronic lymphocytic leukaemia,1,1.0,1.0,0.0,60.0,0.0
dulaglutide,Claustrophobia,1,0.0,0.0,0.0,,1.0
dulaglutide,Clostridium difficile colitis,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Coagulation time prolonged,1,0.0,0.0,0.0,,1.0
dulaglutide,Coagulopathy,1,1.0,0.0,0.0,,1.0
dulaglutide,Coma,1,1.0,1.0,0.0,,0.0
dulaglutide,Computerised tomogram thorax abnormal,1,1.0,0.0,0.0,,1.0
dulaglutide,Conjunctivitis,1,0.0,0.0,0.0,59.0,1.0
dulaglutide,Contraindicated product administered,1,0.0,0.0,0.0,73.0,0.0
dulaglutide,Coronary artery disease,1,1.0,1.0,0.0,,1.0
dulaglutide,Creatinine renal clearance increased,1,1.0,0.0,0.0,,1.0
dulaglutide,Crohn^s disease,1,0.0,0.0,0.0,67.0,0.0
dulaglutide,Cystitis haemorrhagic,1,1.0,1.0,0.0,,0.0
dulaglutide,Decreased immune responsiveness,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Delusional perception,1,0.0,0.0,0.0,,0.0
dulaglutide,Dementia Alzheimer^s type,1,1.0,0.0,1.0,,1.0
dulaglutide,Dental care,1,1.0,1.0,0.0,76.0,1.0
dulaglutide,Dental caries,1,0.0,0.0,0.0,,1.0
dulaglutide,Dependence,1,0.0,0.0,0.0,,0.0
dulaglutide,Depressed level of consciousness,1,1.0,0.0,0.0,67.0,0.0
dulaglutide,Dermatitis allergic,1,1.0,1.0,0.0,,1.0
dulaglutide,Dermatitis bullous,1,1.0,0.0,0.0,56.0,0.0
dulaglutide,Dermatitis herpetiformis,1,1.0,0.0,0.0,,0.0
dulaglutide,Device adhesion issue,1,0.0,0.0,0.0,60.0,1.0
dulaglutide,Device dislocation,1,1.0,0.0,0.0,32.0,1.0
dulaglutide,Device leakage,1,0.0,0.0,0.0,51.0,1.0
dulaglutide,Diabetic gastroparesis,1,1.0,1.0,0.0,55.0,0.0
dulaglutide,Diabetic macroangiopathy,1,1.0,1.0,0.0,,0.0
dulaglutide,Diabetic metabolic decompensation,1,1.0,0.0,0.0,80.0,0.0
dulaglutide,Diabetic retinopathy,1,0.0,0.0,0.0,,0.0
dulaglutide,Diarrhoea haemorrhagic,1,1.0,0.0,0.0,,1.0
dulaglutide,Disorganised speech,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Diverticulum,1,1.0,1.0,0.0,61.0,1.0
dulaglutide,Drug administered in wrong device,1,0.0,0.0,0.0,68.0,1.0
dulaglutide,Drug administration error,1,0.0,0.0,0.0,,1.0
dulaglutide,Drug clearance decreased,1,0.0,0.0,0.0,77.0,1.0
dulaglutide,Drug dispensed to wrong patient,1,0.0,0.0,0.0,,0.0
dulaglutide,Drug effect increased,1,1.0,0.0,0.0,60.0,0.0
dulaglutide,Drug ineffective for unapproved indication,1,0.0,0.0,0.0,65.0,0.0
dulaglutide,Drug reaction with eosinophilia and systemic symptoms,1,1.0,1.0,0.0,39.0,1.0
dulaglutide,Drug tolerance decreased,1,0.0,0.0,0.0,,1.0
dulaglutide,Drug withdrawal syndrome,1,0.0,0.0,0.0,49.0,0.0
dulaglutide,Dumping syndrome,1,0.0,0.0,0.0,,0.0
dulaglutide,Duodenal ulcer,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Duodenal ulcer haemorrhage,1,1.0,1.0,0.0,64.0,0.0
dulaglutide,Duodenitis,1,1.0,1.0,0.0,,0.0
dulaglutide,Dysentery,1,1.0,0.0,0.0,80.0,0.0
dulaglutide,Dysgraphia,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Dyspareunia,1,0.0,0.0,0.0,45.0,1.0
dulaglutide,Ear haemorrhage,1,0.0,0.0,0.0,,1.0
dulaglutide,Ear pain,1,0.0,0.0,0.0,,1.0
dulaglutide,Ecchymosis,1,0.0,0.0,0.0,,0.0
dulaglutide,Economic problem,1,1.0,0.0,0.0,70.0,0.0
dulaglutide,Ecthyma,1,1.0,1.0,0.0,53.0,1.0
dulaglutide,Eczema,1,0.0,0.0,0.0,76.0,0.0
dulaglutide,Electric shock,1,0.0,0.0,0.0,,1.0
dulaglutide,Electrocardiogram PR prolongation,1,1.0,1.0,0.0,71.0,0.0
dulaglutide,Electrocardiogram T wave abnormal,1,1.0,1.0,0.0,58.0,1.0
dulaglutide,Electrocardiogram abnormal,1,0.0,0.0,0.0,64.0,1.0
dulaglutide,Electrolyte imbalance,1,1.0,0.0,0.0,61.0,1.0
dulaglutide,Embolic stroke,1,1.0,1.0,0.0,71.0,1.0
dulaglutide,Embolism,1,1.0,0.0,1.0,70.0,1.0
dulaglutide,Emergency care,1,1.0,0.0,0.0,42.0,1.0
dulaglutide,Emotional distress,1,1.0,1.0,0.0,72.0,1.0
dulaglutide,Endocrine disorder,1,1.0,0.0,0.0,37.0,1.0
dulaglutide,Endodontic procedure,1,1.0,0.0,0.0,,1.0
dulaglutide,Enterocolitis haemorrhagic,1,1.0,1.0,0.0,85.0,1.0
dulaglutide,Enterocutaneous fistula,1,1.0,1.0,0.0,16.0,0.0
dulaglutide,Epigastric discomfort,1,0.0,0.0,0.0,,1.0
dulaglutide,Epstein-Barr virus test positive,1,1.0,1.0,1.0,64.0,0.0
dulaglutide,Escherichia sepsis,1,1.0,1.0,0.0,16.0,0.0
dulaglutide,Exposure to toxic agent,1,1.0,0.0,1.0,,1.0
dulaglutide,Extrapyramidal disorder,1,1.0,1.0,0.0,84.0,1.0
dulaglutide,Eye allergy,1,0.0,0.0,0.0,,1.0
dulaglutide,Eye infection,1,1.0,0.0,0.0,69.0,1.0
dulaglutide,Eye movement disorder,1,0.0,0.0,0.0,,0.0
dulaglutide,Eye operation,1,0.0,0.0,0.0,,1.0
dulaglutide,Faecal incontinence,1,0.0,0.0,0.0,,1.0
dulaglutide,Failure to thrive,1,0.0,0.0,0.0,92.0,0.0
dulaglutide,Fat tissue increased,1,0.0,0.0,0.0,,0.0
dulaglutide,Feeling of despair,1,0.0,0.0,0.0,48.0,1.0
dulaglutide,Femoral neck fracture,1,1.0,1.0,0.0,80.0,0.0
dulaglutide,Femur fracture,1,1.0,1.0,0.0,,1.0
dulaglutide,Fibromyalgia,1,1.0,0.0,0.0,,1.0
dulaglutide,Foaming at mouth,1,0.0,0.0,0.0,,1.0
dulaglutide,Foetal exposure during pregnancy,1,1.0,0.0,0.0,,0.0
dulaglutide,Folliculitis,1,0.0,0.0,0.0,,1.0
dulaglutide,Food allergy,1,0.0,0.0,0.0,54.0,1.0
dulaglutide,Food intolerance,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Food poisoning,1,0.0,0.0,0.0,,0.0
dulaglutide,Foot deformity,1,1.0,0.0,0.0,,0.0
dulaglutide,Frustration tolerance decreased,1,1.0,0.0,0.0,,1.0
dulaglutide,Gamma-glutamyltransferase abnormal,1,1.0,0.0,0.0,62.0,1.0
dulaglutide,Gastric atony,1,1.0,1.0,0.0,,0.0
dulaglutide,Gastric dilatation,1,1.0,0.0,0.0,,1.0
dulaglutide,Gastric ulcer,1,1.0,1.0,0.0,82.0,0.0
dulaglutide,Gastrinoma,1,1.0,0.0,0.0,,1.0
dulaglutide,Gastritis erosive,1,1.0,1.0,0.0,55.0,1.0
dulaglutide,Gastritis haemorrhagic,1,1.0,1.0,0.0,85.0,1.0
dulaglutide,Gastroenteritis Escherichia coli,1,0.0,0.0,0.0,,1.0
dulaglutide,Gastroenteritis salmonella,1,0.0,0.0,0.0,58.0,0.0
dulaglutide,Gastrointestinal angiodysplasia,1,1.0,1.0,0.0,,0.0
dulaglutide,Gastrointestinal infection,1,1.0,0.0,0.0,49.0,1.0
dulaglutide,Gastrointestinal inflammation,1,0.0,0.0,0.0,,1.0
dulaglutide,Gastrointestinal ischaemia,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Gastrointestinal motility disorder,1,1.0,0.0,0.0,56.0,0.0
dulaglutide,Gastrointestinal oedema,1,0.0,0.0,0.0,55.0,1.0
dulaglutide,Gastrointestinal viral infection,1,1.0,1.0,0.0,70.0,1.0
dulaglutide,Generalised erythema,1,0.0,0.0,0.0,,1.0
dulaglutide,Generalised tonic-clonic seizure,1,1.0,0.0,0.0,,0.0
dulaglutide,Genital infection fungal,1,0.0,0.0,0.0,,0.0
dulaglutide,Gingival bleeding,1,1.0,0.0,0.0,56.0,0.0
dulaglutide,Glomerular filtration rate abnormal,1,1.0,1.0,0.0,79.0,1.0
dulaglutide,Glomerular filtration rate increased,1,0.0,0.0,0.0,82.0,0.0
dulaglutide,Glycosuria,1,0.0,0.0,0.0,,0.0
dulaglutide,Goitre,1,0.0,0.0,0.0,,1.0
dulaglutide,Grimacing,1,0.0,0.0,0.0,45.0,1.0
dulaglutide,Grip strength decreased,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Growth of eyelashes,1,0.0,0.0,0.0,49.0,1.0
dulaglutide,Haematoma infection,1,1.0,1.0,0.0,,1.0
dulaglutide,Haematuria,1,1.0,0.0,0.0,61.0,1.0
dulaglutide,Haemodynamic instability,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Haemolytic anaemia,1,1.0,1.0,0.0,57.0,0.0
dulaglutide,Haemoptysis,1,1.0,0.0,0.0,,1.0
dulaglutide,Haemorrhagic anaemia,1,1.0,1.0,0.0,,0.0
dulaglutide,Haemorrhagic diathesis,1,1.0,1.0,0.0,62.0,1.0
dulaglutide,Hair colour changes,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Hand fracture,1,0.0,0.0,0.0,,1.0
dulaglutide,Head discomfort,1,1.0,0.0,0.0,59.0,1.0
dulaglutide,Heart rate abnormal,1,0.0,0.0,0.0,,1.0
dulaglutide,Hemiparesis,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Hemiplegia,1,1.0,1.0,0.0,60.0,0.0
dulaglutide,Henoch-Schonlein purpura,1,1.0,0.0,0.0,,0.0
dulaglutide,Hepatic cyst,1,1.0,0.0,0.0,39.0,0.0
dulaglutide,Hepatic enzyme decreased,1,1.0,0.0,0.0,60.0,1.0
dulaglutide,Hepatic mass,1,1.0,0.0,0.0,59.0,1.0
dulaglutide,Hepatic rupture,1,1.0,1.0,0.0,58.0,0.0
dulaglutide,Hepatitis B,1,1.0,1.0,0.0,62.0,0.0
dulaglutide,Hepatitis toxic,1,1.0,1.0,0.0,54.0,0.0
dulaglutide,Hepatocellular carcinoma,1,1.0,1.0,0.0,54.0,0.0
dulaglutide,Hepatocellular injury,1,1.0,1.0,1.0,64.0,0.0
dulaglutide,Hiatus hernia,1,1.0,1.0,0.0,,0.0
dulaglutide,Hilar lymphadenopathy,1,1.0,1.0,0.0,,0.0
dulaglutide,Hip arthroplasty,1,1.0,1.0,0.0,72.0,1.0
dulaglutide,Hormone level abnormal,1,0.0,0.0,0.0,51.0,0.0
dulaglutide,House dust allergy,1,0.0,0.0,0.0,83.0,1.0
dulaglutide,Humerus fracture,1,1.0,1.0,0.0,72.0,1.0
dulaglutide,Hyperamylasaemia,1,1.0,0.0,0.0,54.0,0.0
dulaglutide,Hyperglycaemic hyperosmolar nonketotic syndrome,1,1.0,1.0,0.0,,1.0
dulaglutide,Hyperglycaemic unconsciousness,1,1.0,1.0,0.0,,0.0
dulaglutide,Hyperinsulinaemia,1,1.0,0.0,0.0,,1.0
dulaglutide,Hyperkeratosis,1,1.0,0.0,0.0,56.0,1.0
dulaglutide,Hyperlipasaemia,1,1.0,1.0,0.0,,1.0
dulaglutide,Hypernatraemia,1,1.0,1.0,1.0,40.0,1.0
dulaglutide,Hyperparathyroidism,1,1.0,1.0,0.0,57.0,0.0
dulaglutide,Hyperparathyroidism primary,1,1.0,1.0,0.0,,0.0
dulaglutide,Hypertensive heart disease,1,1.0,1.0,0.0,,1.0
dulaglutide,Hyperuricaemia,1,1.0,1.0,0.0,82.0,0.0
dulaglutide,Hypoalbuminaemia,1,1.0,1.0,0.0,16.0,0.0
dulaglutide,Hypokinesia,1,0.0,0.0,0.0,62.2,0.0
dulaglutide,Hypomagnesaemia,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Illness,1,1.0,0.0,0.0,,1.0
dulaglutide,Illness anxiety disorder,1,0.0,0.0,0.0,,0.0
dulaglutide,Immune system disorder,1,0.0,0.0,0.0,,0.0
dulaglutide,Impaired self-care,1,0.0,0.0,0.0,,1.0
dulaglutide,Impatience,1,0.0,0.0,0.0,60.0,0.0
dulaglutide,Inappropriate schedule of product administration,1,0.0,0.0,0.0,60.0,1.0
dulaglutide,Incarcerated hernia,1,1.0,0.0,1.0,67.0,0.0
dulaglutide,Incontinence,1,0.0,0.0,0.0,,1.0
dulaglutide,Incorrect drug dosage form administered,1,1.0,0.0,0.0,65.0,1.0
dulaglutide,Incorrect product formulation administered,1,0.0,0.0,0.0,,0.0
dulaglutide,Increased tendency to bruise,1,0.0,0.0,0.0,,1.0
dulaglutide,Infusion related reaction,1,1.0,0.0,0.0,,1.0
dulaglutide,Infusion site pain,1,0.0,0.0,0.0,30.0,0.0
dulaglutide,Injection site dryness,1,0.0,0.0,0.0,70.0,1.0
dulaglutide,Injection site erosion,1,0.0,0.0,0.0,75.0,1.0
dulaglutide,Injection site hypersensitivity,1,0.0,0.0,0.0,62.0,0.0
dulaglutide,Injection site macule,1,1.0,1.0,0.0,,1.0
dulaglutide,Injection site nerve damage,1,0.0,0.0,0.0,,0.0
dulaglutide,Injection site papule,1,0.0,0.0,0.0,,0.0
dulaglutide,Injection site pustule,1,0.0,0.0,0.0,64.0,0.0
dulaglutide,Injection site streaking,1,0.0,0.0,0.0,83.0,1.0
dulaglutide,Injection site vasculitis,1,1.0,0.0,0.0,57.0,1.0
dulaglutide,Inner ear disorder,1,0.0,0.0,0.0,,0.0
dulaglutide,Intentional device misuse,1,0.0,0.0,0.0,68.0,1.0
dulaglutide,Intercepted drug administration error,1,0.0,0.0,0.0,,1.0
dulaglutide,Internal injury,1,1.0,0.0,1.0,84.0,0.0
dulaglutide,International normalised ratio fluctuation,1,0.0,0.0,0.0,52.0,1.0
dulaglutide,International normalised ratio increased,1,1.0,0.0,0.0,60.0,0.0
dulaglutide,Intervertebral disc degeneration,1,0.0,0.0,0.0,67.0,0.0
dulaglutide,Intestinal haemorrhage,1,1.0,0.0,0.0,70.0,0.0
dulaglutide,Intestinal perforation,1,1.0,1.0,0.0,16.0,0.0
dulaglutide,Intracranial haematoma,1,1.0,1.0,0.0,87.0,0.0
dulaglutide,Intraductal papillary mucinous neoplasm,1,1.0,0.0,0.0,,1.0
dulaglutide,Intraocular pressure increased,1,0.0,0.0,0.0,,1.0
dulaglutide,Intraventricular haemorrhage,1,1.0,1.0,1.0,71.0,0.0
dulaglutide,Ischaemic stroke,1,1.0,1.0,0.0,71.0,0.0
dulaglutide,Jaundice,1,1.0,1.0,0.0,71.0,0.0
dulaglutide,Jaundice cholestatic,1,1.0,0.0,1.0,84.0,0.0
dulaglutide,Joint lock,1,1.0,0.0,0.0,64.0,1.0
dulaglutide,Ketonuria,1,1.0,1.0,0.0,57.0,0.0
dulaglutide,Ketosis,1,1.0,1.0,0.0,82.0,1.0
dulaglutide,Klebsiella infection,1,1.0,0.0,0.0,59.0,1.0
dulaglutide,Lacrimation increased,1,0.0,0.0,0.0,55.0,0.0
dulaglutide,Language disorder,1,0.0,0.0,0.0,,0.0
dulaglutide,Laziness,1,0.0,0.0,0.0,,1.0
dulaglutide,Left ventricular hypertrophy,1,1.0,1.0,0.0,,0.0
dulaglutide,Lentigo maligna,1,1.0,0.0,0.0,73.0,0.0
dulaglutide,Libido decreased,1,1.0,0.0,0.0,47.0,0.0
dulaglutide,Ligament injury,1,0.0,0.0,0.0,,1.0
dulaglutide,Limb operation,1,1.0,1.0,0.0,72.0,1.0
dulaglutide,Lipase abnormal,1,1.0,0.0,0.0,62.0,1.0
dulaglutide,Lipoedema,1,0.0,0.0,0.0,,1.0
dulaglutide,Listless,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Liver function test abnormal,1,1.0,0.0,0.0,,0.0
dulaglutide,Liver injury,1,1.0,0.0,0.0,57.0,1.0
dulaglutide,Local swelling,1,0.0,0.0,0.0,,0.0
dulaglutide,Localised infection,1,1.0,0.0,0.0,56.0,1.0
dulaglutide,Loss of personal independence in daily activities,1,1.0,0.0,0.0,,1.0
dulaglutide,Low density lipoprotein increased,1,1.0,1.0,0.0,,1.0
dulaglutide,Lung carcinoma cell type unspecified recurrent,1,1.0,0.0,0.0,70.0,0.0
dulaglutide,Lung infection,1,1.0,0.0,0.0,56.0,1.0
dulaglutide,Lymph node pain,1,0.0,0.0,0.0,60.0,0.0
dulaglutide,Lymphocyte morphology abnormal,1,1.0,1.0,0.0,54.0,0.0
dulaglutide,Macular oedema,1,1.0,0.0,0.0,46.0,1.0
dulaglutide,Malignant melanoma,1,1.0,0.0,0.0,73.0,0.0
dulaglutide,Mallory-Weiss syndrome,1,1.0,1.0,0.0,70.0,1.0
dulaglutide,Malnutrition,1,1.0,1.0,1.0,70.0,1.0
dulaglutide,Marasmus,1,1.0,0.0,1.0,90.0,1.0
dulaglutide,Maternal exposure during pregnancy,1,1.0,0.0,0.0,37.0,1.0
dulaglutide,Maternal exposure timing unspecified,1,0.0,0.0,0.0,,1.0
dulaglutide,Medication residue present,1,0.0,0.0,0.0,67.0,0.0
dulaglutide,Melaena,1,0.0,0.0,0.0,55.0,0.0
dulaglutide,Melanoderma,1,1.0,0.0,0.0,55.0,0.0
dulaglutide,Meningitis viral,1,1.0,1.0,0.0,,0.0
dulaglutide,Mental status changes,1,1.0,1.0,0.0,44.0,0.0
dulaglutide,Metabolic syndrome,1,1.0,1.0,0.0,,0.0
dulaglutide,Microalbuminuria,1,1.0,0.0,0.0,58.0,0.0
dulaglutide,Microscopic polyangiitis,1,1.0,0.0,1.0,65.0,1.0
dulaglutide,Micturition disorder,1,0.0,0.0,0.0,,1.0
dulaglutide,Middle ear effusion,1,0.0,0.0,0.0,73.0,0.0
dulaglutide,Migraine with aura,1,1.0,0.0,0.0,54.0,1.0
dulaglutide,Monoplegia,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Mucous membrane disorder,1,1.0,1.0,0.0,,0.0
dulaglutide,Multiple allergies,1,0.0,0.0,0.0,64.0,1.0
dulaglutide,Multiple sclerosis relapse,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Muscle disorder,1,1.0,1.0,0.0,56.0,0.0
dulaglutide,Muscle necrosis,1,1.0,1.0,0.0,45.0,0.0
dulaglutide,Muscle spasticity,1,1.0,1.0,0.0,69.0,1.0
dulaglutide,Muscle tightness,1,0.0,0.0,0.0,,1.0
dulaglutide,Mycobacterium tuberculosis complex test positive,1,0.0,0.0,0.0,66.0,1.0
dulaglutide,Mydriasis,1,0.0,0.0,0.0,38.0,1.0
dulaglutide,Nail discolouration,1,1.0,1.0,0.0,77.0,0.0
dulaglutide,Nasal inflammation,1,1.0,0.0,0.0,56.0,1.0
dulaglutide,Neck mass,1,0.0,0.0,0.0,,1.0
dulaglutide,Needle track marks,1,0.0,0.0,0.0,,1.0
dulaglutide,Nerve injury,1,1.0,0.0,0.0,71.0,0.0
dulaglutide,Nervous system disorder,1,1.0,0.0,0.0,,0.0
dulaglutide,Neurofibromatosis,1,1.0,0.0,0.0,,0.0
dulaglutide,Neutropenia,1,1.0,0.0,0.0,33.0,0.0
dulaglutide,Nipple pain,1,0.0,0.0,0.0,67.0,1.0
dulaglutide,No therapeutic response,1,0.0,0.0,0.0,,0.0
dulaglutide,Nocturia,1,0.0,0.0,0.0,21.0,0.0
dulaglutide,Nodular vasculitis,1,1.0,0.0,0.0,60.0,0.0
dulaglutide,Non-Hodgkin^s lymphoma recurrent,1,1.0,0.0,0.0,69.0,1.0
dulaglutide,Non-alcoholic steatohepatitis,1,1.0,0.0,0.0,39.0,0.0
dulaglutide,Non-cardiac chest pain,1,0.0,0.0,0.0,,0.0
dulaglutide,Normochromic normocytic anaemia,1,1.0,1.0,0.0,77.0,0.0
dulaglutide,Ocular discomfort,1,0.0,0.0,0.0,51.0,0.0
dulaglutide,Ocular hyperaemia,1,0.0,0.0,0.0,,0.0
dulaglutide,Ocular icterus,1,0.0,0.0,0.0,,0.0
dulaglutide,Oedematous pancreatitis,1,1.0,1.0,0.0,,0.0
dulaglutide,Oesophagitis,1,1.0,1.0,0.0,64.0,0.0
dulaglutide,Onychoclasis,1,0.0,0.0,0.0,,1.0
dulaglutide,Onychomadesis,1,1.0,0.0,0.0,55.0,0.0
dulaglutide,Onychomycosis,1,1.0,0.0,0.0,55.0,0.0
dulaglutide,Optic nerve injury,1,1.0,0.0,0.0,,1.0
dulaglutide,Optic neuritis,1,1.0,0.0,0.0,55.0,0.0
dulaglutide,Oral fungal infection,1,0.0,0.0,0.0,67.0,1.0
dulaglutide,Oral herpes,1,0.0,0.0,0.0,,0.0
dulaglutide,Oral pain,1,1.0,1.0,0.0,79.0,1.0
dulaglutide,Oropharyngeal discomfort,1,1.0,0.0,0.0,59.0,1.0
dulaglutide,Orthostatic hypotension,1,0.0,0.0,0.0,,0.0
dulaglutide,Osteoarthritis,1,1.0,1.0,0.0,72.0,1.0
dulaglutide,Osteomyelitis,1,1.0,1.0,0.0,,0.0
dulaglutide,Osteoporosis,1,1.0,0.0,0.0,64.0,1.0
dulaglutide,Ovarian cancer,1,1.0,0.0,0.0,,1.0
dulaglutide,Ovarian mass,1,1.0,0.0,0.0,,1.0
